Unnamed: 0,Cloth_Desc,Price
1599,Women's Nightway Sweetheart Neckline Cap Sleeve ...,97.30
1600,Petite Lands' End Relaxed-Fit Supima Cotton V-Neck ...,20.96
1601,Women's ZeroXposur UPF 30+ Swim Board Shorts,43.00
1602,Plus Size Gallery Hooded Wool-Blend Walker Coat,156.00
1603,Women's Nike 3-Pack Everyday Plus Lightweight ...,14.40
1604,Petite Lands' End Recover High-Rise Wide-Leg Jeans,58.06
1605,Plus Size Nike Essential Repel Woven Jacket,75.00
1606,Women's Lands' End Turtleneck Cashmere Sweater,134.71
1607,Women's Sonoma Community™ Black is Beautiful Black ...,13.99
1608,Women's Maidenform® Tame Your Tummy Lace Thong Panty ...,22.50
1609,Plus Size White Mark Metallic Puffer Coat with ...,67.50
1610,Women's ALEXIA ADMOR Jacqueline Dolman Sheath Dress,82.25
1611,Women's RED HOT by SPANX® Primer Boyshort 10223R,24.00
1612,Women's Vanity Fair® V-Neck Full Slip,34.50
1613,Women's Whet Blu Madelin Quilted Moto Leather Jacket,296.65
1614,Women's Gaiam Warrior Seamless Scoopneck Tee,31.50
1615,Juniors' SO® Low-Rise Shortie Shorts,36.00
1616,Plus Size Lands' End UPF 50 Zip-Front Tankini,82.95
1617,Women's Nike Boyfriend Tee,30.00
1618,Plus Size Excelled Leather Jacket,235.00
1619,Women's adidas Own The Run Long-Sleeve Tee,29.99
1620,Petite Nine West Side Zip High-Waisted Skinny Ankle ...,29.99
1621,Women's A Shore Fit Print Mesh Flyaway One-Piece Swim ...,88.00
1622,Plus Size Lands' End Supima Long Torso V-Neck Tunic,25.16
1623,Women's Hanes Ultimate® 6-Pack Breathable Cotton Hi ...,27.00
1624,Women's AB Studio Embellished Crochet-Back Draped ...,26.99
1625,Plus Size Sonoma Goods For Life® V-Neck Tunic Tee,19.99
1626,Women's Nina Leonard Bar-Back Print Maxi Dress,35.00
1627,Women's Nina Leonard Cap Sleeve Self Sash Dress,35.00
1628,Women's Weathercast Quilted Hood Vest,70.00
1629,Women's Nina Leonard Floral Open-Front Kimono,24.50
1630,Women's Tek Gear® Knit Running Shorts,19.99
1631,Women's adidas 3-Stripe Fleece Joggers,36.99
1632,Juniors' SO® Wide-Leg Patchwork Denim Pants,58.00
1633,Women's Freshwater Side Knot Swim Cover-Up Dress,48.00
1634,Plus Size Del Raya Lace-Up Bandeau Mesh Tankini Top,58.00
1635,Maidenform® Pure Comfort® Wireless Tailored Pullover ...,40.00
1636,Women's Columbia Lillian Ridge Hooded Waterproof ...,110.00
1637,Women's Tek Gear® Ultrastretch Pocket Running ...,37.50
1638,Plus Size Cuddl Duds® SofTech Venice Lace-Trim Tank,30.00
1639,Petite Croft & Barrow® Ruffle Neck Blouse,32.99
1640,Plus Size Levi's® 720™ High-Rise Super Skinny Jeans,48.65
1641,Women's Maidenform® Shapewear Tame Your Tummy Bottom ...,46.00
1642,Women's Jockey® Comfies French Cut 3-pk. Panty Set ...,27.00
1643,Women's White Mark Plaid Tunic Shirt,38.25
1644,Women's Jockey® Everyday Essentials Bermuda Pajama ...,32.00
1645,Plus Size Croft & Barrow® Short Sleeve Pajama Shirt & ...,31.99
1646,Petite Sonoma Goods For Life® Mid-Rise Skinny Jeans,24.99
1647,Women's FLX Affirmation 7-in. High-Waisted Bike ...,30.99
1648,Petite Croft & Barrow® Short Sleeve Knit Nightgown,27.99
1649,Plus Size Tek Gear® Weekend French Terry Skort,30.00
1650,Women's Lands' End Twist-Front Underwire Bikini Top,70.45
1651,Juniors' SO® Ruched Button-Down Bodycon Dress,24.99
1652,Petite Croft & Barrow® Short Sleeve Henley Pajama Top ...,36.00
1653,Women's Tek Gear® Essential Cinch-Waist Dress,26.99
1654,Women's Nina Leonard Open-Weave Knit Bolero,35.00
1655,Women's Nina Leonard Contrast Dot Fit & Flare Sweater ...,35.00
1656,Women's Lilac+London Satin & Lace Cami & Pajama ...,25.20
1657,Women's Miss Elaine Essentials Long Tricot Nightgown,37.50
1658,Petite Croft & Barrow® Sleeveless Chambray Belted ...,28.80
1659,Women's Croft & Barrow® Print Pleated Tank,30.00
1660,Women's Under Armour Motion High-Waisted Ankle ...,45.00
1661,Hanes Ultimate® Ultra-Light Comfort Wireless Bra ...,40.00
1662,Women's Jockey® Cotton Stretch Hi-Cut Panty 1555,10.00
1663,Plus Size Croft & Barrow® Sleeveless Nightgown,27.00
1664,Plus Size Tek Gear® Core 7-in. High-Waisted Bike ...,19.99
1665,Plus Size Croft & Barrow® Sleeveless Tiered Linen ...,28.20
1666,Women's Cuddl Duds Sherpa Bomber Jacket,112.00
1667,Women's Hanes® Joggers,28.00
1668,Women's Halitech Lightweight Hooded Stretch Puffer ...,84.00
1669,Maidenform® Pure Comfort® 2-Pack Longline Bralette ...,44.00
1670,Plus Size Gallery Hooded Rain Jacket,132.00
1671,Women's Nightway Sequin Long Evening Gown,104.30
1672,Women's Nine West One-Shoulder Flutter Sleeve Top,18.00
1673,Women's Croft & Barrow® Pull-On Bermuda Jean Shorts,36.00
1674,Women's Croft & Barrow® Pull-On Utility Shorts,36.00
1675,Juniors' As U Wish Knotted Front Molded Cup Cropped ...,27.60
1676,Plus Size Lands' End UPF 50 Long Sleeve Rash Guard,53.95
1677,Women's Nina Leonard Tie-Dye Maxi Dress,35.00
1678,Women's Miss Elaine Essentials Short Sleeve Long ...,44.25
1679,Juniors' Unionbay Christy Convertible Cuffed Midi ...,38.00
1680,Juniors' SO® Flare Faux-Leather Pants,32.40
1681,Women's White Mark Cold Shoulder Ruffle Sleeve Top,37.80
1682,Jockey® Comfies Microfiber Briefs 3-pk. 3328,27.00
1683,Petite Simply Vera Vera Wang Roll-Tab Easy Blazer,62.99
1684,Women's Nine West Pleated Smocked Tank,15.00
1685,Women's Nine West Wrap Front Tankini Top,40.00
1686,Women's Lands' End Hooded Terry V-Neck Swim Cover-up ...,57.45
1687,Women's TOWER by London Fog Wool Blend Trench Coat,164.50
1688,Petite LC Lauren Conrad Raglan Ruffle Tunic,22.99
1689,Vanity Fair® Flattering Lace Full Figure Underwire ...,50.00
1690,Women's Maidenform® Firm Control All-in-One Shapewear ...,69.00
1691,Women's Halitech Fleece Lined Soft Shell Jacket,77.00
1692,Plus Size LC Lauren Conrad High-Waisted Super Skinny ...,38.40
1693,Women's Under Armour Rival Fleece Jogger Pants,45.00
1694,Women's Simply Vera Vera Wang Faux-Leather Midi ...,43.50
1695,Naomi & Nicole® Shapewear Women's Inside® Magic ...,45.00
1696,Naomi & Nicole® Shapewear Women's Luxe High Waist ...,45.00
1697,Women's ALEXIA ADMOR High Neck Midi Sheath Dress,78.75
1698,Petite Croft & Barrow® Long Sleeve Mockneck Top,14.99
1699,Women's Nike Dri-FIT Half-Zip Hoodie,75.00
1700,Juniors' Soffe Camp Shorts,13.99
1701,Women's Del Raya Hi-Neck Mesh Tankini Top,50.00
1702,Classic Turkish Towels Shawl Collar 550 GSM Turkish ...,64.99
1703,Juniors' Plus Size SO® Destructed High-Rise Mom Jean,34.99
1704,Petite Alfred Dunner Lady Like Chic Straight-Leg ...,37.12
1705,Plus Size RED HOT by SPANX® High-Waist Mid-Thigh ...,54.00
1706,RED HOT by SPANX® High Waist Sheer Shaping Pantyhose ...,18.00
1707,Women's Oh La La Cheri Alix 2-pc. Strappy Lace Bra & ...,36.00
1708,Juniors' Speechless Satin High-Low Dress,108.00
1709,Plus Size Tek Gear® Essential Bermuda Shorts,17.50
1710,Women's FLX Balance Ribbed Fitted Tank,20.99
1711,Women's Cuddl Duds® 3-Pack Everyday Plushfill* ...,13.60
1712,Women's RED HOT by SPANX® Flat Out Flawless Mid-Thigh ...,46.00
1713,Women's Nina Leonard Sequin Shrug,28.00
1714,Petite London Times V-neck Ruffle Sleeve Midi Dress,69.00
1715,Plus Size Just My Size® French Terry Capris,27.00
1716,Women's Under Armour HeatGear® Long Sleeve Top,33.00
1717,Women's INTEMPO Satin Corset Blouse,36.75
1718,Women's MUK LUKS Classic Unlined Leggings,12.00
1719,Women's FLX Core High-Low Tank,20.99
1720,Juniors' SO® Cropped Ruched Front Top,32.00
1721,Plus Size Nike Sportswear Club Fleece Joggers,52.50
1722,Women's Hanes® Drawcord French Terry Pants,32.00
1723,Women's Lilac+London Wrap Robe,40.00
1724,Women's GOLDTOE® 3-Pack Trouser Dress Socks,18.00
1725,Women's adidas Celestial T-Shirt Dress,32.99
1726,Women's Lands' End Knit Pajama Tee and Pajama Shorts ...,41.21
1727,Women's Nike Sportswear Swoosh Quarter-Zip Fleece ...,75.00
1728,Petite Tek Gear® Ultrastretch High-Waisted Side ...,32.99
1729,Women's Sonoma Goods For Life® Short Sleeve Graphic ...,9.99
1730,Petite Nine West Seamed Tummy Control Ponte Leggings,26.99
1731,Women's Croft & Barrow® Floral Peasant Shirt Dress,28.80
1732,Women's Lands' End DDD-Cup Surplice Bust-Enhancer ...,78.95
1733,Plus Size DRAPER JAMES RSVP™ Long Sleeve Tiered Midi ...,46.80
1734,Women's Lilac+London 2-pc. Stretch Lace Molded Cup ...,30.80
1735,Women's Nike Sportswear Jacket,96.99
1736,Maidenform® Love the Lift® Custom Lift Strapless Demi ...,48.00
1737,Women's Lilac+London Stretch Lace Wrap Robe,30.00
1738,Women's Nina Leonard Midi Sheath Sweater Dress,35.00
1739,Women's Nine West Updated Trench Coat,84.00
1740,Plus Size Gallery Hooded Soft-Shell Jacket,120.00
1741,Women's Halitech Hood Quilted Puffer Coat,84.00
1742,Plus Size Alfred Dunner Proportioned Denim Pants,39.37
1743,Petite LC Lauren Conrad Denim Jacket,44.99
1744,Plus Size Sonoma Goods For Life® Short Sleeve Yoke ...,29.99
1745,Plus Size Jordan Taylor Button Waffle-Weave Swim ...,74.00
1746,Plus Size Sonoma Goods For Life® Flutter Shoulder ...,36.99
1747,Juniors' Morgan and Co Off-the-Shoulder Fit & Flare ...,55.30
1748,Plus Size Simply Vera Vera Wang Midi Chemise,40.50
1749,Women's adidas FARM Rio 3-Stripes Fleece Hoodie,47.99
1750,Women's Lands' End Pull-On Chino Crop Pants,54.95
1751,Plus Size Lands' End UPF 50 High Neck One-Piece Swim ...,124.95
1752,Amoena Bra: Frances Front-Closure Wire-Free Bra 2128 ...,39.00
1753,Plus Size Fruit of the Loom® Fit For Me 6-Pack Brief ...,43.00
1754,Petite Sonoma Goods For Life® Everyday Long Sleeve ...,11.99
1755,Plus Size Gloria Vanderbilt Amanda Shorts,54.00
1756,Juniors' Speechless Glitter Tulle Corkscrew Ruffle ...,138.00
1757,Plus Size Croft & Barrow® Wide-Leg Twill Crop Pants,40.00
1758,Petite Croft & Barrow® Tiered Midi Dress,39.99
1759,Women's LC Lauren Conrad High-Waist Jogger Leggings,19.99
1760,Women's Nina Leonard Crocheted Open-Work Shrug,31.85
1761,Women's Columbia Space-dyed 2pk. Crew Socks,13.60
1762,Calvin Klein Perfectly Fit T-Shirt Bra F3837,48.50
1763,Women's Maidenform® Shapewear Firm-Control High-Waist ...,38.00
1764,Oh La La Cheri Unlined Lace Bodysuit 51-11053,44.00
1765,Women's Weathercast Hood Puffer Coat,112.00
1766,Plus Size Excelled Puffer Vest,44.00
1767,"Juniors' Vans Checkered ""Vans"" Logo Fleece Hoodie",43.20
1768,Juniors' Plus Size Lily Rose Ruffled Smocked Skater ...,30.00
1769,Plus Size Nike Dri-FIT Legend Training Tee,19.99
1770,Plus Size adidas 3-Stripe Jersey Joggers,43.50
1771,Plus Size White Mark Capri Jeans,47.25
1772,Women's Simply Vera Vera Wang Basic Luxury Tank & ...,50.00
1773,Women's Nina Leonard High-Low Trapeze Dress,38.50
1774,Plus Size TOWER by London Fog Scarf & Wool-Blend ...,175.00
1775,Women's CUPSHE High-Waist Bikini Bottoms & Floral ...,34.99
1776,Women's Hanes® Jersey Drawstring Shorts,18.00
1777,Women’s Plus Size Eddie Bauer Rainier UPF 50+ Active ...,56.00
1778,Juniors' Vans Fleece Logo Hoodie,44.80
1779,Women's CUPSHE Halter V-Neck Cutout One-Piece ...,32.99
1780,Women's 24seven Comfort Apparel Scoopneck Maxi Dress,43.19
1781,Plus Size Nike Sportswear Essential Graphic Tee,24.99
1782,Plus Size A Shore Fit Pacifico Mesh Handkerchief Swim ...,58.00
1783,Plus Size Nine West Faux-Leather Moto Jacket,64.00
1784,Petite Tek Gear® Moisture-Wicking V-Neck Tee,15.00
1785,Paramour by Felina Marvelous Seamless Side Smoother ...,45.00
1786,Plus Size adidas Graphic Sporstwear Indoor Crewneck ...,52.50
1787,Women's White Mark Print Handkerchief Tunic Top,40.49
1788,Women's Lands' End Print One-Piece Swim Dress,134.95
1789,Women's MUK LUKS® Fairisle Gripper Crew Socks,17.60
1790,Women's Nightway Long Evening Gown,90.30
1791,Women's Under Armour 6-Pack Breathe Lite Ultra Low ...,22.00
1792,Women's Tek Gear® Zipper-Hem Woven Track Pants,35.00
1793,Plus Size Nina Leonard Lace Sheath Dress,44.80
1794,Women's Tek Gear® Crop Easy Tee,14.99
1795,Sonoma Goods For Life® 5 Pack Marl Crew Socks,9.99
1796,Plus Size Lands' End Midrise Pull-On Twill Bermuda ...,37.06
1797,Plus Size FLX Commuter Elevate Open-Front Ponte ...,86.99
1798,"Naomi & Nicole® Shapewear ""No Side Show""™ Waist ...",43.00
1799,Women's Nina Leonard Stitched Cardigan,30.10
1800,Women's ALEXIA ADMOR Draped Wide-Leg Jumpsuit,85.75
1801,Women's Vanity Fair® Perfectly Yours Lace Nouveau ...,12.50
1802,Women's Freshwater Tiered Swim Cover-Up Dress,48.00
1803,Women's MUK LUKS® 2 Pack Fleece Lined Tights,24.00
1804,Women's Great Lengths Long Torso D-Cup Print Halter ...,80.00
1805,Plus Size Croft & Barrow® Stitch Crewneck Cardigan,39.99
1806,Plus Size Lands' End UPF 50 Squareneck Halter Tankini ...,80.45
1807,Women's R&M Richards Embroidered Sequin Lace Poncho & ...,109.00
1808,Women's Nightway Long Halter Dress,76.30
1809,Women's Nina Leonard Rope-Braid Halter-Neck Maxi ...,39.90
1810,Women's Sonoma Goods For Life® Ruffle Midi Dress,35.20
1811,Women's adidas 3-Pack High Quarter Athletic Socks,11.20
1812,Women's Eddie Bauer Luna Peak Hooded Down Puffer ...,99.50
1813,Plus Size Sonoma Goods For Life® Soft Knit Banded ...,22.50
1814,Petite R&M Richards 2-piece Crinkle Knit Jacket & ...,83.30
1815,Women's Weathercast Hood Plush Lined Quilted Vest,59.50
1816,Women's Hanes Ultimate® 6+1 Bonus Pack Cotton Brief ...,27.00
1817,Plus Size Gallery Hooded Lined Rain Jacket,132.00
1818,Women's Gaiam Waverly Fleece Hoodie,41.99
1819,Women's Lands' End Quilted Stretch Down Coat,153.96
1820,Women's R&M Richards Empire Waist Off Shoulder Gown,169.00
1821,Petite R&M Richards Empire Waist Off Shoulder Gown,169.00
1822,Women's FLX Affirmation Colorblock High-Waisted 7/8 ...,37.99
1823,Women's Jockey® Everyday Essentials Pajama Boxer ...,29.00
1824,RED HOT by SPANX® Blackout Tummy Toning Tights,20.00
1825,Women's Naomi and Nicole® Shapewear No Side Show Crop ...,42.00
1826,Women's Nike Sportswear Essential Swoosh Midrise ...,42.00
1827,Juniors' SO® Adaptive Pullover Hoodie with Zipper ...,24.00
1828,Women's Hanes® Cool Dri Long-Sleeve Performance ...,25.00
1829,Women's Simply Vera Vera Wang Maxi Chemise,40.50
1830,Women's White Mark Pleated Long Sleeve Leaf Print ...,40.50
1831,FLX Affirmation Low-Impact Plunge Sports Bra,27.99
1832,Women's Wrangler Graphic Tee,26.00
1833,Plus Size Croft & Barrow® Cozy Long Sleeve Smocked ...,30.00
1834,Women's White Mark Leopard Print Cardigan,58.50
1835,Paramour by Felina Body X Full Figure Medium Impact ...,45.00
1836,Plus Size Lands' End SlenderSuit Skirted One-Piece ...,149.95
1837,Women's Lands' End Tummy Control Ultra High-Waist ...,80.45
1838,Women's Nite Nite by Munki Munki Long Sleeve Pajama ...,37.50
1839,Juniors' As U Wish Floral Sleeveless Tie-Front Skater ...,38.40
1840,Women's Cuddl Duds® Scrubs Classic Pants,40.00
1841,Petite Lands' End Faux-Fur Hood Quilted Long Down ...,202.96
1842,Women's Cuddl Duds® Softwear Stretch Shorts,32.00
1843,Women's Tall Sonoma Goods For Life® Everyday V-Neck ...,9.99
1844,Women's Bali® 2-Pack Easylite® Brief Panty Set ...,33.00
1845,Women's Weathercast Faux-Fur Hood Quilted Walker ...,105.00
1846,Women's Bali® Beautifully Confident Hi-Cut Panty with ...,15.00
1847,Petite Sonoma Goods For Life® Cuffed Girlfriend ...,34.99
1848,Petite Croft & Barrow® Belted Utility Dress,28.80
1849,Plus Size Croft & Barrow® Waffle-Knit Kimono Robe,35.99
1850,Fun Patterned No-Show Socks,1.99
1851,Women's Dolfin Solid Ruffle Tankini Swim Top,62.49
1852,Women's Columbia Benton Springs Print Fleece Jacket,49.99
1853,Women's Nina Leonard Glitter Cocktail dress,28.00
1854,Women's Eddie Bauer Girl on the Go Trench Coat,104.30
1855,Parfait Enora Full-Figure Minimizer Bra P5272,52.00
1856,Women's adidas Essentials 3-Stripes Fleece ...,34.99
1857,Plus Size Portocruz Oversize Swim Cover-Up Shirt,38.00
1858,Plus Size adidas Essential 3-Stripe Relaxed Fit ...,36.99
1859,Women's adidas Superlite Stripe Low-Cut Socks 3-Pack,9.80
1860,Plus Size 24Seven Comfort Apparel Fit and Flare ...,58.40
1861,Women's Nina Leonard Grommet-Detail Midi Dress,42.00
1862,Women's LC Lauren Conrad Mini Wrap Dress,54.00
1863,Women's Jockey® Everyday Essentials Knit Chemise,42.00
1864,Women's Portocruz Swim Cover-Up Tank Dress,39.00
1865,Plus Size Miss Elaine Essentials Short Tricot ...,37.50
1866,Nike Dri-FIT Swoosh Asymmetrical Medium-Impact Sports ...,38.99
1867,Plus Size Nine West Slimming High-Waisted Bootcut ...,28.99
1868,Plus Size R&M Richards Puff Duster Cardigan & Shift ...,62.30
1869,Women's Simply Vera Vera Wang Blondie Graphic Band ...,28.90
1870,Plus Size LC Lauren Conrad Cozy Tiered Tunic,35.20
1871,Plus Size Under Armour HeatGear® No-Slip High-Waisted ...,45.00
1872,Plus Size White Mark Rhinestone 2-Piece Velour ...,61.88
1873,Women's Nine West Button Front Ruffle Hem Dress,45.00
1874,Women's Sonoma Goods For Life® Tiered Maxi Tank ...,28.80
1875,Women's Nine West Faux-Leather Aviator Jacket,62.40
1876,Women's Tek Gear® 10-pack Super No Show Socks,11.99
1877,Women's Nina Leonard Chain-Detail Crop Bolero,35.00
1878,Plus Size Weathercast Hood Quilted Walker Jacket,112.00
1879,Women's Dolfin Printed Strapless One-Piece Swimsuit,79.99
1880,Women's adidas x FARM Rio Track Pants,55.99
1881,Women's CUPSHE Deep V-Neck Ruched One-Piece Swimsuit,34.99
1882,Women's Sonoma Goods For Life® 5-Pack No-Show Socks,9.99
1883,Plus Size Eddie Bauer Cirruslite Packable Down ...,74.50
1884,Women's Nike Essential Swim Board Shorts,62.00
1885,Women's White Mark Tiered High-Waisted Maxi Skirt,36.00
1886,Plus Size Simply Vera Vera Wang Basic Luxury ...,48.00
1887,Linum Home Textiles Turkish Cotton Terry Cloth ...,71.99
1888,Women's ALEXIA ADMOR Brooklyn Fit & Flare Midi Dress,85.75
1889,Petite Lands' End Supima Cotton Turtleneck Tunic,20.96
1890,Women's London Times Smocked Puff-Sleeve Midi Dress,105.00
1891,Women's CUPSHE Solid V-Neck Mesh One-Piece Swimsuit,36.99
1892,Juniors' Plus Size SO® Long Sleeve Button Down Shirt,24.99
1893,Women's AB Studio Banded Edge Open-Front Cardigan,26.99
1894,Juniors' Speechless V-Neck Maxi Dress,158.00
1895,Women's Dolfin Printed Wrap Tankini Swim Top,64.99
1896,Naomi & Nicole® Shapewear Luxurious Shaping ...,69.00
1897,Women's MUK LUKS Fleece Lined Leggings,24.00
1898,Women's ALEXIA ADMOR Draped Crewneck Long Sleeve ...,78.75
1899,Women's Nike Yoga Dri-FIT High-Waisted 7/8 Leggings,65.00
1900,Women's Del Raya Sail Away 3-Tier Ruffle Mesh Tankini ...,50.00
1901,Women's ECO BEACH Side-Ruched Swim Shorts,50.00
1902,Women's Del Raya Geo Mesh Layer Tankini Top,50.00
1903,Women's London Times Tie Neck Shift Dress,82.50
1904,Plus Size adidas Leopard Metallic Badge Of Sport ...,37.99
1905,Plus Size Nine West Tiered Peasant Maxi Dress,37.20
1906,adidas Powerreact Training Medium-Support Sports Bra,21.99
1907,Petite Lands' End Sport High Waist Pull-On Capri ...,31.81
1908,Juniors' As U Wish Tiered Smocked Midi Dress,38.40
1909,Women's Lands' End Serious Sweats High Rise Wide-Leg ...,47.56
1910,Women's Levi's® 312™ Shaping Slim Jeans,48.65
1911,Women's Nike Sportswear Stardust Plush Track Jacket,77.99
1912,Juniors' Plus Size SO® Oversized High-Rise Boyfriend ...,27.99
1913,Gaiam Flow Olivia Print Medium-Impact Longline Sports ...,30.80
1914,Women's Dolfin Aquashape Solid Lap Suit,63.00
1915,Women's Lands' End High-Rise Wide Leg Jeans,58.06
1916,Plus Size Tek Gear® Zipper-Hem Woven Track Pants,35.00
1917,Petite Lands' End Winter Down Puffer Vest,48.96
1918,Plus Size Tek Gear® Racerback Tank,14.99
1919,Women's MUK LUKS Knee High Sweater Knit Socks 3-Pack,20.40
1920,Women's Croft & Barrow® Comfort Waist Denim Capris,38.00
1921,Women's Tek Gear® Pintuck Golf Pants,28.00
1922,Women's London Times Print Fit & Flare Dress,105.00
1923,Plus Size Jockey® Everyday Essentials Long Wrap Robe,60.00
1924,Women's Jockey® 3-Pack Supersoft Hipster Panty Set ...,27.00
1925,Amoena Bra: Barbara Convertible Strapless Bra 2457 - ...,67.50
1926,Women's Nike Sportswear Stardust High-Waisted ...,35.99
1927,Women's Nina Leonard Crochet Trim Maxi Dress,49.00
1928,Women's Nina Leonard Sleeveless Culotte Jumpsuit,39.90
1929,Women's Under Armour HeatGear® Midrise Shorty Shorts,25.00
1930,Women's Sonoma Goods For Life® Cropped Lightweight ...,24.99
1931,Women's Dolfin Aquashape Solid Fitted Swim Shorts,37.00
1932,Naomi & Nicole® Shapewear Inside Magic® Waistline ...,37.00
1933,Women's Gaiam Hudson Drawstring Active Shorts,25.20
1934,GOLDTOE® 3-pk. Ultrasoft Turn-Cuff Crew Socks - ...,16.00
1935,Plus Size Lands' End Expedition Down Waterproof ...,234.46
1936,Dominique Bras: Mystique Everyday Seamless Minimizer ...,47.25
1937,Petite Alfred Dunner Twill Capri Pants,21.00
1938,Petite R&M Richards 2-piece Godet Duster Jacket & ...,83.30
1939,Women's Gaiam Cargo Sherpa Jacket,62.99
1940,Women's FLX Woven Tank Dress with Built-In Shorts,44.99
1941,Petite Tek Gear® Weekend Straight-Leg Capris,33.75
1942,Petite Lands' End Pull-On Chino Crop Pants,44.76
1943,Women's Grand Slam Short Sleeve Golf Polo,39.00
1944,Women's RED HOT by SPANX® Shaping Jean-Look Legging,38.00
1945,Plus Size Weathercast Plush Lined Puffer Vest,66.50
1946,Plus Size Simply Vera Vera Wang Roll-Tab Popover Top,52.00
1947,Women's Tek Gear® 7-in. Brushed High-Waisted Bike ...,19.99
1948,Women's Portocruz Hooded Sleeveless Swim Cover-Up ...,39.00
1949,Women's Lunaire Lace Soft Cup Bra 16041L,23.00
1950,Plus Size R&M Richards Embroidered Sequined High-Low ...,97.30
1951,Plus Size RED HOT by SPANX® Bralette Primer 10222R,32.00
1952,Plus Size Bal Harbour Crossover One-Piece Swimsuit,66.00
1953,Women's Coffee Shop Plaid Faux Wool Shacket,88.00
1954,Women's ZeroXposur Overlap Skirtini Bottom,44.00
1955,Dominique Bras: Lila Everyday Lace Minimizer Bra ...,66.00
1956,Women's London Times Printed Midi A-Line Dress,72.00
1957,Jockey® Comfies Microfiber French Cut Panties 3-pk. ...,27.00
1958,Women's Nina Leonard Chevron Stitch Bolero Cardigan,35.00
1959,Women's London Times Cascade Ruffle Faux-Wrap Dress,90.00
1960,Women's Oh La La Cheri Lace Multistrap Back Bodysuit ...,42.00
1961,Petite London Times V-neck Flounce Hem Midi Dress,90.00
1962,Women's A Shore Fit Pacifico Mesh Blouson Swim Top,50.00
1963,Women's Lands' End Expedition Primaloft Snow Bibs,143.46
1964,Plus Size Gloria Vanderbilt Amanda Pull-On Capris,58.00
1965,Plus Size Del Raya Solid Swim Skirt,58.00
1966,Women's Sonoma Goods For Life® Baseball Tee,17.99
1967,Plus Size Taylor Dress Floral Flutter Sleeve Maxi ...,65.80
1968,Women's Lands' End Sport High Waist Pull-On Capri ...,30.76
1969,Women's Alfred Dunner Classics Zip Front Chenille ...,29.75
1970,Juniors' Ninety-Nine° Cutout Convertible Bandeau ...,40.00
1971,Women's Nine West Print Front-Wrap Tankini Top,40.00
1972,Petite Tek Gear® French Terry Joggers,24.99
1973,Plus Size Levi's® Mid-Length Jean Shorts,49.50
1974,Petite Alfred Dunner Proportioned Denim Pants,37.12
1975,Women's Alfred Dunner Bright Idea Pull-On ...,37.12
1976,Plus Size Lands' End Tugless Tummy Control Chlorine ...,64.95
1977,Juniors' Vans Fleece Logo Joggers,38.40
1978,Bali® 2-pk. Firm Control Lace Briefs X054 - Women's,37.00
1979,Women's Jockey® No Panty Line Promise Lace Camisole ...,28.00
1980,Women's ZeroXposur Comet UPF 30+ 2-in-1 Tankini Top,43.00
1981,Plus Size Lands' End Active UPF 50 Yoga Pants,62.01
1982,Women's Lands' End Tummy Control UPF 50 Cap Sleeve ...,114.95
1983,Plus Size Lunaire Bras: Seamless Leisure Low-Impact ...,22.00
1984,Women's adidas Loungewear Essentials Logo Tee,21.99
1985,Juniors' SO® Squareneck Peplum Blouse,30.40
1986,Women's Lands' End Fleece Stretch Softshell Jacket,76.96
1987,Plus Alfred Dunner Pull-On Bermuda Shorts,14.55
1988,Women's London Times Solid Sharkbite Popover ...,88.50
1989,Petite Croft & Barrow® Sleeveless Tiered Linen Dress,24.00
1990,Plus Size LC Lauren Conrad Pleated Flowy Cap-Sleeve ...,32.00
1991,Maidenform® Bra: Invisible Adhesive Backless ...,35.50
1992,Women's GOLDTOE 6 Pack Ribbed Crew Socks,19.00
1993,Women's Mazu Swim Slimming Swim Capri Leggings,54.00
1994,Plus Size Croft & Barrow® Sleeveless Cotton ...,28.50
1995,Plus Size Nine West V-Neck Camisole,19.99
1996,Women's ALEXIA ADMOR V-Neck Sheath Midi Dress,78.75
1997,Women's CUPSHE V-Neck Shirred One-Piece Swimsuit,32.99
1998,Petite Simply Vera Vera Wang Ruffle Satin Shirt ...,46.40
1999,Women's Tek Gear® Layered Running Shorts,30.00
2000,Plus Size Lunaire Firm Control Body Briefer 3450KX,34.00
2001,Women's White Mark Gabrielle Embroidered Dress,49.05
2002,Plus Size Simply Vera Vera Wang High Rise Cotton ...,30.00
2003,Juniors' B. Smart Spaghetti Strap Skater Dress,36.75
2004,Women's Tek Gear® Woven Track Jacket,35.00
2005,Women's Lands' End Flex High Rise Pull On Skort,51.06
2006,Women's Stan Herman Printed Vintage Terry Zip-Front ...,40.50
2007,Women's Simply Vera Vera Wang Soft Shorts,44.00
2008,Women's Nine West Floral Swim Cover-Up Kimono,44.00
2009,Plus Size A Shore Fit Bird Print Mesh Flyaway ...,92.00
2010,Women's Tek Gear® Core 3.5-in. High-Waisted Bike ...,19.99
2011,Petite Lands' End Hooded Cargo Jacket,66.46
2012,Women's Croft & Barrow® Functional Waist Denim ...,36.00
2013,Plus Size Sonoma Goods For Life® Short Sleeve ...,36.00
2014,Women's Nine West Side Ruched Midi Skirt,36.00
2015,Women's Weathercast Quilted Reversible Duffle Jacket,112.00
2016,Women's Fleet Street Wool-Blend Boucle Coat,168.00
2017,Parfait Erika Underwire Seamless Full Coverage ...,48.00
